po2,o2_eq,Tneg_eq
0.0001,0.0010015180123326512,2.1381145883446463e-99
0.0001623776739188721,0.0016252682478116558,3.733654552503245e-99
0.00026366508987303583,0.0026363819876652683,9.248712535410389e-99
0.00042813323987193956,0.0042894724296464095,4.043459565752919e-98
0.0006951927961775605,0.006941128968771958,4.4376129127395786e-97
0.0011288378916846883,0.011307650561354445,2.1702877253680498e-95
0.0018329807108324356,0.01833012534531781,1.2013310935256141e-92
0.002976351441631319,0.029810901207182012,3.4189848063000515e-88
0.004832930238571752,0.048385103176809593,5.841386278297173e-81
0.007847599703514606,0.07844503110294099,3.239304942404522e-69
0.012742749857031334,0.12750736797564308,3.792503175413474e-50
0.0206913808111479,0.20683800453870815,3.3924219759397064e-19
0.03359818286283781,0.2566369863995887,255.35514872441624
0.05455594781168514,0.2568986685528833,931.4113408386203
0.08858667904100823,0.2571655401628417,2029.172949006889
0.14384498882876628,0.2568143860370192,3811.7036121221568
0.23357214690901212,0.2570102851922516,6706.119908531378
0.3792690190732246,0.2563471493662397,11406.061494604699
0.615848211066026,0.2571999258170454,19037.567200466765
1.0,0.2567987471546596,31429.611847045693
